FID,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,GeoLocation
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58ce,210010,West Eifel Volcanic Field,10001,Confirmed Eruption,,,Ulmener Maar,,Isotopic: 14C (calibrated),,-8740,150,,0,0,,,,,,,,,POINT (6.85 50.17)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58cd,210010,West Eifel Volcanic Field,10002,Confirmed Eruption,,,"Strohn, Pulvermaar",,Isotopic: 14C (uncalibrated),,-8300,300,,0,0,,,,,,,,,POINT (6.85 50.17)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58cc,210020,Chaine des Puys,10003,Confirmed Eruption,,,Western Puy de Dôme,,Isotopic: 14C (uncalibrated),,-7840,200,,0,0,,,,,,,,,POINT (2.97 45.775)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58cb,210020,Chaine des Puys,10004,Confirmed Eruption,,,Puy Mey,,Radiogenic: Thermoluminescence,?,-7740,,,0,0,,,,,,,,,POINT (2.97 45.775)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58ca,210020,Chaine des Puys,10005,Confirmed Eruption,,,,Taphanel tephra,Isotopic: 14C (uncalibrated),,-7020,100,,0,0,,,,,,,,,POINT (2.97 45.775)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c9,210020,Chaine des Puys,10006,Confirmed Eruption,,,"Puys Chopine, Vasset, Cratère Kilian",,Isotopic: 14C (uncalibrated),?,-6550,,,0,0,,,,,,,,,POINT (2.97 45.775)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c8,210020,Chaine des Puys,10007,Confirmed Eruption,,,Puy de Pariou,,Radiogenic: Thermoluminescence,?,-6250,,,0,0,,,,,,,,,POINT (2.97 45.775)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c7,210020,Chaine des Puys,10009,Confirmed Eruption,,,"Puy de Lassolas, Puy de la Vache",,Isotopic: 14C (uncalibrated),,-6020,150,,0,0,,,,,,,,,POINT (2.97 45.775)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c6,210020,Chaine des Puys,10010,Confirmed Eruption,,,"Puy de Come, Puy Montchier",,Radiogenic: Thermoluminescence,?,-5760,,,0,0,,,,,,,,,POINT (2.97 45.775)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c5,210020,Chaine des Puys,10011,Confirmed Eruption,,,"Montcineyre, Estivadoux, Pavin",,Isotopic: 14C (uncalibrated),,-4040,150,,0,0,,,,,,,,,POINT (2.97 45.775)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c4,210040,Calatrava Volcanic Field,10012,Confirmed Eruption,,,Columba,,Isotopic: 14C (calibrated),,-3600,500,,0,0,,,,,,,,,POINT (-4.02 38.87)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c3,211003,Vulsini,10014,Confirmed Eruption,,,,,Observations: Reported,,-104,,,0,0,,,,,,,,,POINT (11.93 42.6)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c2,211004,Colli Albani,10015,Uncertain Eruption,,,Ariccia crater,,,,-600,,,0,0,,,,,,,,,POINT (12.7 41.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c1,211010,Campi Flegrei,10018,Confirmed Eruption,4,,,Agnano Pomici Principali tephra,Isotopic: 14C (calibrated),,-8480,100,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58c0,211010,Campi Flegrei,10019,Confirmed Eruption,3,,"Soccavo, Minapoli, Pisani & other vents",,Correlation: Tephrochronology,,-7980,500,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58bf,211010,Campi Flegrei,10020,Confirmed Eruption,,,NE part of NYT caldera,Pisani 3 tephra,Isotopic: 14C (uncalibrated),,-7590,50,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58be,211010,Campi Flegrei,10021,Confirmed Eruption,4,,"Fondi di Baia, Sartania",,Isotopic: 14C (uncalibrated),,-6650,100,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58bd,211010,Campi Flegrei,10022,Confirmed Eruption,3,?,Eastern part of NYT caldera,,Correlation: Tephrochronology,?,-6490,,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58bc,211010,Campi Flegrei,10023,Confirmed Eruption,,,N part of NYT caldera (San Martino),,Isotopic: 14C (uncalibrated),,-6300,50,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58bb,211010,Campi Flegrei,10040,Confirmed Eruption,1,,Solfatara,,Observations: Reported,,1198,,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58ba,211010,Campi Flegrei,10041,Confirmed Eruption,3,,Monte Nuovo,,Observations: Reported,,1538,,,9,29,,,1538,,,10,6,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b9,211010,Campi Flegrei,10033,Confirmed Eruption,5,,Agnano Monte Spina,,Isotopic: 14C (uncalibrated),,-2150,500,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b8,211010,Campi Flegrei,10034,Confirmed Eruption,2,,Monte Olibano-Accademia,,Correlation: Tephrochronology,,-2080,75,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b7,211010,Campi Flegrei,10035,Confirmed Eruption,3,,Solfatara,,Correlation: Tephrochronology,?,-2040,,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b6,211010,Campi Flegrei,10036,Confirmed Eruption,4,,Averno,,Correlation: Tephrochronology,,-2000,150,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b5,211010,Campi Flegrei,10037,Confirmed Eruption,4,,Astroni,,Isotopic: 14C (uncalibrated),,-1870,50,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b4,211010,Campi Flegrei,10038,Confirmed Eruption,4,,Fossa Lupara (Monte Senga),,Correlation: Tephrochronology,?,-1650,,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b3,211010,Campi Flegrei,10024,Confirmed Eruption,,,East part of NYT caldera,Agnano 1 tephra,Isotopic: 14C (uncalibrated),,-2890,50,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b2,211010,Campi Flegrei,10025,Confirmed Eruption,,,,"Averno 1, Agnano 2 tephras",Isotopic: 14C (uncalibrated),,-2580,50,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b1,211010,Campi Flegrei,10026,Confirmed Eruption,4,,Cigliano,,Correlation: Tephrochronology,?,-2500,,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58b0,211010,Campi Flegrei,10027,Confirmed Eruption,,,Agnano-Monte Sant'Angelo,,Isotopic: 14C (uncalibrated),?,-2440,,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58af,211010,Campi Flegrei,10028,Confirmed Eruption,3,,,Paleoastroni 1 tephra,Correlation: Tephrochronology,,-2330,150,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58ae,211010,Campi Flegrei,10029,Confirmed Eruption,,,Eastern NYT caldera,Paleoastroni 2 tephra,Isotopic: 14C (uncalibrated),,-2220,50,,0,0,,,,,,,,,POINT (14.139 40.827)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58ad,211020,Vesuvius,10042,Confirmed Eruption,5,,,Mercato Pumice,Isotopic: 14C (calibrated),,-6940,100,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58ac,211020,Vesuvius,10043,Confirmed Eruption,5,,,,Isotopic: 14C (calibrated),,-2420,40,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58ab,211020,Vesuvius,10045,Confirmed Eruption,4,,,AP1 tephra,Isotopic: 14C (calibrated),,-1550,75,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58aa,211020,Vesuvius,10046,Confirmed Eruption,4,,,AP2 tephra,Isotopic: 14C (calibrated),,-1430,300,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a9,211020,Vesuvius,10047,Confirmed Eruption,4,,,AP3 tephra,Isotopic: 14C (calibrated),,-880,50,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a8,211020,Vesuvius,10048,Confirmed Eruption,3,,,,Correlation: Anthropology,<,-600,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a7,211020,Vesuvius,13361,Confirmed Eruption,3,,Summit and upper flanks,,Observations: Reported,,1913,,,7,5,,,1944,,,4,4,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a6,211020,Vesuvius,13354,Confirmed Eruption,3,,Summit and upper N flank,,Observations: Reported,,1854,,,12,14,,,1855,,,5,27,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a5,211020,Vesuvius,13355,Confirmed Eruption,3,,Summit and SW flank (300-225 m),,Observations: Reported,,1855,,,12,19,,,1861,,,12,31,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a4,211020,Vesuvius,13357,Confirmed Eruption,2,,Summit and upper SE flank,,Observations: Reported,,1864,,,2,10,,,1868,,,11,26,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a3,211020,Vesuvius,13358,Confirmed Eruption,3,,Summit and upper NW and south flanks,,Observations: Reported,,1870,,,12,0,,,1872,,,4,30,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a2,211020,Vesuvius,13359,Uncertain Eruption,1,,,,,,1874,,,1,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a1,211020,Vesuvius,13360,Confirmed Eruption,4,?,Summit and upper flanks,,Observations: Reported,,1875,,,12,18,,,1906,,,4,22,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-58a0,211020,Vesuvius,13346,Confirmed Eruption,3,?,"Summit, N, NE, SE and E flanks",,Observations: Reported,,1770,,,2,15,,,1779,,?,10,4,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-589f,211020,Vesuvius,13349,Confirmed Eruption,3,?,Summit and SW flank (550-300 m),,Observations: Reported,,1783,,,8,18,,,1794,,,7,5,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-589e,211020,Vesuvius,13350,Confirmed Eruption,3,?,Summit and upper flanks,,Observations: Reported,,1796,,,1,0,,,1822,,,11,16,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-589d,211020,Vesuvius,13351,Confirmed Eruption,3,,"Summit, upper E and S flanks",,Observations: Reported,,1824,,,7,2,,,1834,,,9,2,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-589c,211020,Vesuvius,13352,Confirmed Eruption,3,,"Summit, upper east and west flanks",,Observations: Reported,,1835,,,1,0,,,1839,,,1,3,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-589b,211020,Vesuvius,13353,Confirmed Eruption,2,,"Summit, upper N and E flanks",,Observations: Reported,,1841,,,9,20,,,1850,,,2,16,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-589a,211020,Vesuvius,13340,Confirmed Eruption,3,,"Summit, upper east and south flanks",,Observations: Reported,,1708,,,8,14,,,1723,,,7,8,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5899,211020,Vesuvius,13341,Confirmed Eruption,3,,,,Observations: Reported,,1724,,,9,4,,,1730,,?,4,1,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5898,211020,Vesuvius,13342,Confirmed Eruption,3,?,Summit and SW flank,,Observations: Reported,,1732,,,12,25,,,1737,,,6,4,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5897,211020,Vesuvius,13343,Confirmed Eruption,1,,,,Observations: Reported,,1742,,,0,0,,,1743,,,0,0,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5896,211020,Vesuvius,13344,Confirmed Eruption,3,,"Summit, upper SE, E and lower S flanks",,Observations: Reported,,1744,,?,11,0,,,1761,,,1,6,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5895,211020,Vesuvius,13345,Confirmed Eruption,3,,"Summit, upper SW, SE, and NNW flanks",,Observations: Reported,,1764,,,0,0,,,1767,,,10,27,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5894,211020,Vesuvius,13334,Confirmed Eruption,3,,,,Observations: Reported,,1654,,,2,25,,,1680,,,3,28,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5893,211020,Vesuvius,13335,Confirmed Eruption,3,,,,Observations: Reported,,1682,,,8,12,,,1682,,,8,22,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5892,211020,Vesuvius,13336,Confirmed Eruption,3,,,,Observations: Reported,,1685,,,10,3,,,1694,,,4,29,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5891,211020,Vesuvius,13337,Confirmed Eruption,2,,,,Observations: Reported,,1696,,,7,31,,,1696,,?,8,14,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5890,211020,Vesuvius,13338,Confirmed Eruption,3,,,,Observations: Reported,,1697,,,9,15,,,1698,,,7,0,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-588f,211020,Vesuvius,13339,Confirmed Eruption,3,,Summit and SW flank,,Observations: Reported,,1701,,,7,1,,,1707,,,8,22,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-588e,211020,Vesuvius,13327,Uncertain Eruption,2,?,,,,,1270,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-588d,211020,Vesuvius,13328,Uncertain Eruption,2,?,,,,,1347,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-588c,211020,Vesuvius,13329,Confirmed Eruption,2,?,,,Observations: Reported,,1500,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-588b,211020,Vesuvius,13330,Confirmed Eruption,1,?,,,Observations: Reported,<,1570,,,0,0,,,1572,1,,0,0,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-588a,211020,Vesuvius,13332,Confirmed Eruption,5,?,"Summit, SW and S flanks",,Observations: Reported,,1631,,,12,16,,,1632,,?,1,31,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5889,211020,Vesuvius,13333,Confirmed Eruption,2,,,,Observations: Reported,,1637,,,7,1,,,1652,,,12,0,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5888,211020,Vesuvius,13321,Confirmed Eruption,3,,,,Observations: Reported,,1006,,,12,31,365,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5887,211020,Vesuvius,13322,Confirmed Eruption,3,,Summit and south flank (I Monticelli?),,Observations: Reported,,1037,,,1,27,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5886,211020,Vesuvius,13323,Uncertain Eruption,1,,,,,,1049,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5885,211020,Vesuvius,13324,Uncertain Eruption,3,,,,,,1073,5,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5884,211020,Vesuvius,13325,Confirmed Eruption,3,,,,Observations: Reported,,1139,,,6,1,,,1139,,,6,9,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5883,211020,Vesuvius,13326,Confirmed Eruption,3,?,,,Observations: Reported,,1150,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5882,211020,Vesuvius,13315,Confirmed Eruption,3,,Summit and south flank,,Observations: Reported,,787,,,10,15,45,,788,,,1,15,45,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5881,211020,Vesuvius,13316,Confirmed Eruption,0,?,South flank,,Correlation: Magnetism,,860,50,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5880,211020,Vesuvius,13317,Confirmed Eruption,0,?,South and west (Tironi) flanks,,Correlation: Magnetism,,900,40,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-587f,211020,Vesuvius,13318,Confirmed Eruption,4,,,,Observations: Reported,,968,,,12,1,30,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-587e,211020,Vesuvius,13319,Confirmed Eruption,3,,,,Observations: Reported,,991,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-587d,211020,Vesuvius,13320,Confirmed Eruption,3,,Summit and south flank (Fossamonaca),,Observations: Reported,,999,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-587c,211020,Vesuvius,10055,Confirmed Eruption,2,,,,Observations: Reported,,379,,,0,0,,,395,,,0,0,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-587b,211020,Vesuvius,13308,Confirmed Eruption,5,,,,Observations: Reported,,472,,,11,5,,,472,,?,11,6,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-587a,211020,Vesuvius,13309,Uncertain Eruption,2,?,,,,,505,,,11,9,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5879,211020,Vesuvius,13310,Confirmed Eruption,4,?,,,Observations: Reported,,512,,,7,8,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5878,211020,Vesuvius,13311,Confirmed Eruption,,,,,Observations: Reported,,536,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5877,211020,Vesuvius,13314,Confirmed Eruption,4,,,,Observations: Reported,,685,,,2,0,,,685,,,3,0,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5876,211020,Vesuvius,10049,Confirmed Eruption,3,?,,AP6 tephra,Observations: Reported,,-217,,,0,0,,,-216,,,0,0,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5875,211020,Vesuvius,10050,Confirmed Eruption,5,?,,,Observations: Reported,,79,,?,10,24,,,79,,,10,28,1,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5874,211020,Vesuvius,10051,Confirmed Eruption,3,?,,,Observations: Reported,,172,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5873,211020,Vesuvius,10052,Confirmed Eruption,4,P,,,Observations: Reported,,203,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5872,211020,Vesuvius,10053,Confirmed Eruption,2,,,,Observations: Reported,,222,,,0,0,,,235,,,0,0,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5871,211020,Vesuvius,10054,Uncertain Eruption,2,?,,,,,303,,,0,0,,,,,,,,,POINT (14.426 40.821)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5870,211031,Palinuro,13362,Confirmed Eruption,,,,,Isotopic: 14C (calibrated),,-8040,100,,0,0,,,,,,,,,POINT (14.83 39.48)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-586f,211030,Ischia,13388,Confirmed Eruption,,,,,Observations: Reported,?,145,,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-586e,211030,Ischia,13389,Confirmed Eruption,,,"Vateliero, Molara-Cava Nocelle, Rotaro",,Observations: Reported,,295,10,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-586d,211030,Ischia,13390,Confirmed Eruption,,,Montagnone-Moschiata area,BCT tephra,Isotopic: 14C (calibrated),,540,150,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-586c,211030,Ischia,13391,Confirmed Eruption,,,Near Arso,FiT tephra,Isotopic: 14C (calibrated),,820,300,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-586b,211030,Ischia,13392,Confirmed Eruption,,,,FBT tephra,Isotopic: 14C (calibrated),?,1290,,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-586a,211030,Ischia,13393,Confirmed Eruption,,,Arso,,Observations: Reported,,1302,,,1,18,,,1302,,,3,0,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5869,211030,Ischia,13378,Confirmed Eruption,,,Ischia Porto (Spiaggia dei Pescatori),,Correlation: Magnetism,,-200,200,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5868,211030,Ischia,13379,Confirmed Eruption,,,,,Observations: Reported,,-91,,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5867,211030,Ischia,13380,Confirmed Eruption,,,,,Observations: Reported,,-6,20,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5866,211030,Ischia,13381,Confirmed Eruption,3,,Near Bosco della Maddalena,Cretaio Tephra,Isotopic: 14C (calibrated),,40,75,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5865,211030,Ischia,13382,Uncertain Eruption,,,,,,,69,,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5864,211030,Ischia,13383,Confirmed Eruption,,,,,Observations: Reported,,80,1,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5863,211030,Ischia,13371,Confirmed Eruption,,,Castiglione,,Correlation: Magnetism,,-1480,300,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5862,211030,Ischia,13372,Confirmed Eruption,,,SE of Selva del Napolitano,CaT tephra,Isotopic: 14C (calibrated),,-930,150,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5861,211030,Ischia,13373,Confirmed Eruption,,,Costa del Lenzuolo,,Correlation: Tephrochronology,,-700,75,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-5860,211030,Ischia,13374,Confirmed Eruption,,,"Case Balestrieri?, Cava Nocelle?",,Correlation: Magnetism,,-490,150,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-585f,211030,Ischia,13376,Confirmed Eruption,,,Bosco dei Conti and Fondo Ferraro ?,,Observations: Reported,?,-470,,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-585e,211030,Ischia,13377,Confirmed Eruption,,,Ischia Porto (San Pietro),,Correlation: Magnetism,,-370,150,,0,0,,,,,,,,,POINT (13.897 40.73)
Smithsonian_VOTW_Holocene_Eruptions.fid-2f742092_181cee06153_-585d,211030,Ischia,13363,Confirmed Eruption,,,"Selva del Napolitano, Piedmonte",,Isotopic: K/Ar,,-7550,2400,,0,0,,,,,,,,,POINT (13.897 40.73)
