1503/07/08, -1.611298753518291
1504/11/09, -1.772818657016483
1506/03/13, -1.4746280659429019
1507/07/15, -1.126739043023722
1508/11/15, -0.7664254121431426
1510/03/20, -0.592480900683551
1511/07/22, -0.791274628065942
1512/11/22, -0.8658222758343364
1514/03/27, -0.9527945315641304
1515/07/29, -1.0646160032167238
1516/11/29, -1.2634097305991112
1518/04/02, -1.3628065942903085
1519/08/05, -0.8161238439887377
1520/12/06, -0.5676316847607517
1522/04/09, -0.5800562927221513
1523/08/11, -0.791274628065942
1524/12/13, -0.7788500201045423
1526/04/16, -0.39989947728186337
1527/08/18, -0.0333735424205841
1528/12/19, -0.04579815038198376
1530/04/23, -0.39368717330116354
1531/08/25, -1.1143144350623224
1532/12/26, -1.772818657016483
1534/04/30, -2.083433856051464
1535/09/01, -2.0337354242058687
1537/01/02, -1.7976678729392823
1538/05/06, -1.5864495375954952
1539/09/08, -1.2758343385605109
1541/01/09, -1.0397667872939245
1542/05/13, -1.089465219139523
1543/09/14, -1.2634097305991112
1545/01/16, -1.5491757137112963
1546/05/20, -1.2758343385605109
1547/09/21, -1.0273421793325248
1549/01/23, -0.8036992360273381
1550/05/27, -0.9652191395255301
1551/09/28, -1.3131081624447098
1553/01/29, -1.2758343385605109
1554/06/03, -1.1018898271009228
1555/10/05, -0.7415761962203433
1557/02/05, -0.6670285484519489
1558/06/09, -0.8658222758343364
1559/10/12, -1.1764374748693172
1561/02/12, -1.4622034579815022
1562/06/16, -1.6361479694410903
1563/10/19, -1.7479694410936837
1565/02/19, -1.8473663047848774
1566/06/23, -1.7603940490550833
1567/12/05, -1.1598713309207866
1569/02/26, -0.20731805388017577
1570/06/30, 0.6748291113791751
1571/11/01, 0.9605950944913566
1573/03/04, 0.7618013671089692
1574/07/07, 0.5133092078809831
1575/11/08, 0.3890631282669901
1577/04/21, 0.2938078005629272
1578/07/14, 0.8239244069159675
1579/11/15, 1.022718134298355
1581/03/18, 0.9730197024527563
1582/07/20, 0.8239244069159675
1583/11/22, 0.6375552874949761
1585/11/25, 0.06602332127060961
1587/03/29, -0.1797078139659547
1588/09/09, -0.33487736228387277
1589/12/01, -0.47134097305990963
1591/02/23, -0.3419179734619995
1592/09/16, 0.24825090470446654
1593/12/08, 0.6748291113791751
1595/04/11, 0.5754322476879814
1596/08/13, 0.40148773622838974
1597/12/15, 0.5133092078809831
1599/04/18, 0.5133092078809831
1600/08/19, 0.16009535297834532
1603/04/25, -0.020948934459184443
1604/08/26, 0.28676718938480406
1605/12/29, 0.7535182951347039
1607/05/02, 0.7618013671089692
1608/09/02, 0.6375552874949761
1610/09/06, 0.17577402492963756
1612/01/08, 0.268958584640135
1613/05/12, 0.6127060715721768
1614/09/13, 0.9108966626457615
1616/01/15, 0.6002814636107772
1617/05/18, 0.07844792923200927
1618/09/20, -0.19903498190590696
1619/12/12, -0.3814992245390272
1621/05/25, -0.14105347808604307
1622/09/26, -0.09135504624044799
1624/01/29, -0.07478890229191748
1625/06/01, 0.09087253719340893
1626/10/03, 0.21511861680740196
1628/02/05, 0.6499798954563758
1629/06/08, 0.7493767591475695
1630/10/10, 0.7286690792119082
1632/02/11, 0.9320184961801417
1633/06/15, 0.9904141535987172
1634/10/17, 0.6872537193405748
1636/02/18, 0.5381584238037824
1637/06/21, 0.3766385203055904
1638/12/03, 0.2040745208417114
1640/02/25, 0.14491958182549425
1641/06/28, -0.15886208283071568
1642/06/30, -0.3067149175713695
1644/03/03, 0.0056752254580985095
1645/07/05, 0.34942271239014744
1646/11/06, 0.6375552874949761
1648/03/10, 0.8114997989545678
1649/07/12, 0.7990751909931681
1650/11/13, 0.5878568556493811
1652/03/16, 0.24742259750703965
1653/07/19, -0.14271009248089683
1654/12/31, -0.3978287092882944
1656/03/23, -0.6546039404905493
1657/09/04, -0.544162980833665
1658/11/27, -0.1645221820131333
1660/03/30, 0.16127864897466893
1662/12/04, 0.1423459130334912
1664/05/17, -0.4107134879149328
1665/08/08, -0.821093687173299
1666/12/10, -1.1018898271009228
1668/04/13, -0.6421793325291496
1669/08/15, 0.044625385337088375
1670/12/17, 0.6872537193405748
1672/04/19, 0.73073984720547
1673/08/22, 0.5505830317651821
1675/08/26, 0.16790510655408397
1676/11/16, 0.09363356118483424
1678/04/30, -0.14208886208282934
1679/10/12, -0.08362417906446495
1681/01/03, 0.12903383307484617
1683/09/08, 1.0848411741053496
1685/01/10, 1.1345396059509483
1686/05/14, 1.022718134298355
1687/09/15, 0.9854443104141559
1689/01/16, 0.9485254753288572
1690/05/21, 0.6624045034177755
1691/09/22, 0.5133092078809831
1693/01/23, 0.47355046240450704
1693/09/25, 0.11572175311620825
1695/01/27, 0.09915560916767419
1696/05/30, -0.22057096903899875
1697/11/11, -0.33984720546843405
1699/02/03, 0.22754322476880162
1699/10/06, 1.0475673502211542
1700/07/18, 1.7640530759951787
1701/10/09, 2.4515480498592694
1703/02/11, 2.2279051065540827
1704/02/13, 1.4700040209087284
1705/01/04, 0.8529151588258976
1708/06/21, 0.21097708082026756
1709/10/23, 0.5008845999195835
1711/02/24, 0.8984720546843619
1712/06/28, 1.5321270607157231
1713/10/30, 2.0663852030558942
1715/03/03, 2.1782066747084876
1716/07/04, 1.8054684358665085
1717/11/06, 1.233936469642142
1719/03/10, 1.07241656614395
1720/07/11, 1.3457579412947354
1721/11/13, 1.6687977482911158
1723/03/17, 1.9918375552874963
1724/07/18, 2.2651789304382817
1725/11/19, 2.252754322476882
1727/03/24, 1.9794129473261002
1728/07/25, 1.7433453960595138
