13961 -5.767 15600 -7.413 19496 -8.476 26399 -9.504 32118 -10.532 33435 -8.833 35855 -8.835 37408 -8.595 40863 -10.235
13971 -6.205 15618 -7.393 19568 -7.793 26431 -9.474 32146 -10.343 33454 -8.679 35882 -9.292 37422 -8.497 40920 -10.117
13982 -6.231 15636 -9.143 19640 -7.398 26466 -9.310 32173 -10.311 33474 -8.547 35909 -9.403 37436 -8.588 40978 -10.199
13993 -5.960 15654 -7.200 19712 -7.358 26504 -9.306 32200 -10.305 33494 -8.511 35936 -9.923 37450 -8.413 41036 -10.225
14004 -5.881 15673 -7.467 19784 -7.671 26544 -8.374 32226 -9.863 33514 -8.228 35962 -10.516 37465 -8.276 41095 -10.245
14015 -5.864 15691 -7.444 19855 -7.968 26586 -8.120 32251 -9.930 33535 -8.327 35987 -10.711 37480 -8.203 41153 -10.332
14027 -5.957 15710 -7.237 19927 -8.335 26631 -8.367 32276 -9.862 33556 -8.499 36013 -10.979 37495 -8.204 41212 -10.307
14039 -6.037 15729 -6.937 19997 -8.542 26678 -8.433 32300 -10.140 33577 -8.370 36038 -11.059 37510 -8.080 41271 -9.792
14051 -6.253 15748 -7.246 20066 -7.980 26726 -8.477 32323 -9.638 33599 -8.524 36063 -11.168 37526 -8.160 41331 -9.733
14063 -6.300 15768 -7.706 20135 -7.587 26777 -8.188 32345 -9.469 33621 -8.688 36087 -11.270 37542 -8.104 41390 -9.811
14075 -6.285 15788 -7.602 20202 -7.183 26830 -8.170 32367 -9.468 33643 -8.364 36112 -11.143 37558 -8.112 41450 -9.512
14088 -6.164 15808 -7.444 20268 -6.921 26885 -8.173 32388 -9.257 33666 -8.094 36135 -11.218 37575 -8.214 41510 -8.861
14101 -6.128 15828 -7.202 20333 -6.890 26941 -8.249 32408 -9.661 33689 -7.935 36159 -11.050 37592 -8.438 41570 -8.751
14114 -6.168 15848 -6.869 20396 -6.978 26999 -8.351 32428 -9.679 33712 -7.732 36182 -11.155 37609 -8.485 41630 -8.862
14127 -6.217 15869 -7.398 20457 -7.323 27058 -8.642 32447 -9.283 33736 -8.022 36205 -10.904 37627 -8.538 41690 -8.516
14141 -6.324 15890 -7.336 20517 -7.157 27119 -8.721 32466 -9.800 33759 -7.887 36228 -10.744 37645 -8.484 41751 -8.396
14154 -6.396 15912 -7.426 20575 -7.171 27181 -8.835 32483 -9.394 33783 -7.515 36250 -10.466 37663 -8.456 41812 -8.565
14168 -6.552 15934 -6.936 20630 -7.215 27244 -8.416 32501 -9.302 33808 -7.192 36272 -10.339 37682 -8.438 41872 -8.467
14182 -6.810 15956 -7.056 20684 -7.113 27309 -8.768 32518 -8.867 33833 -7.066 36294 -10.251 37701 -8.485 41933 -8.370
14197 -6.908 15978 -7.243 20736 -7.181 27375 -8.897 32534 -8.732 33857 -7.037 36315 -9.856 37721 -8.468 41994 -8.222
14212 -7.059 16001 -6.948 20786 -7.740 27441 -9.181 32550 -8.583 33883 -7.097 36336 -9.896 37740 -8.283 42055 -8.216
14226 -6.957 16025 -6.783 20833 -7.802 27509 -9.119 32565 -8.463 33908 -7.178 36357 -9.861 37761 -8.278 42116 -8.116
14241 -6.826 16049 -6.959 20879 -8.286 27577 -9.158 32579 -8.441 33934 -7.170 36377 -9.593 37781 -8.261 42177 -8.093
14257 -6.702 16073 -8.012 20923 -8.135 27647 -8.990 32594 -8.583 33959 -7.188 36397 -9.538 37802 -8.216 42238 -8.229
14272 -6.427 16098 -6.888 20964 -9.032 27717 -9.017 32607 -8.015 33985 -7.240 36417 -9.444 37824 -8.145 42298 -8.580
14288 -6.294 16123 -6.782 21004 -9.660 27787 -9.052 32621 -8.261 34012 -7.093 36436 -9.571 37845 -8.015 42359 -9.014
14304 -6.134 16148 -7.574 21041 -9.816 27859 -9.230 32634 -8.209 34038 -7.121 36455 -9.605 37868 -8.097 42420 -9.990
14320 -6.043 16174 -7.338 21077 -8.931 27931 -8.983 32646 -8.278 34064 -7.006 36474 -9.378 37890 -7.930 42481 -10.998
14336 -6.148 16201 -7.209 21111 -8.350 28003 -10.311 32658 -8.356 34091 -7.299 36493 -9.382 37913 -7.951 42541 -11.067
14352 -5.971 16228 -7.237 21144 -7.774 28076 -10.011 32670 -8.358 34118 -7.532 36511 -8.958 37937 -7.918 42602 -11.262
14369 -5.887 16256 -6.652 21175 -8.027 28149 -9.784 32681 -8.597 34145 -7.810 36529 -8.406 37961 -7.783 42662 -11.311
14385 -6.024 16284 -6.565 21204 -8.410 28222 -9.610 32692 -8.987 34172 -7.942 36546 -8.373 37985 -7.770 42722 -11.128 42782 -10.966 47382 -8.258 50127 -8.553 55214 -9.094
42842 -10.742 47438 -8.459 50149 -8.498 55255 -9.258
42901 -10.908 47495 -8.333 50172 -8.305 55294 -9.064
42960 -11.011 47551 -8.206 50196 -8.153 55332 -9.036
43019 -10.898 47606 -8.023 50220 -7.922 55370 -9.038
43078 -10.319 47661 -7.880 50246 55407 -9.011
43136 -9.690 47715 -8.426 50274 -7.866 55443 -8.833
43194 -9.652 47768 -7.784 50302 -7.663 55478 -8.855
43252 -9.256 47821 -7.751 50332 -7.574 55512 -8.609
43309 -9.154 47874 -7.876 50363 -7.476 55546 -8.647
43366 -8.945 47925 -7.806 50396 -7.502 55578 -8.361
43422 -8.957 47976 -7.851 50430 -7.515 55609 -8.508
43478 48027 -7.802 50465 -7.620 55640 -8.589
43533 48077 -7.338 50503 55669 -8.822
43588 -8.845 48126 -7.502 50541 -7.541 55698 -8.419
43643 -8.533 48174 -7.673 50582 -7.723 55725 -8.455
43696 -8.352 48222 -7.559 50624 -7.529 55751 -8.197
43749 -8.510 48269 -8.185 50668 -7.679 55777 -8.072
43802 -8.637 48315 -8.917 50714 -7.820 55801 -8.159
43854 -8.619 48360 -9.384 50762 -7.981 55823 -7.972
43905 -8.339 48405 -9.930 50812 -8.006 55845 -7.703
43955 -8.365 48449 -10.266 50864 -8.019 55866 -7.973
44005 -8.527 48492 -10.239 50919 -8.053 55885 -8.032
44053 -8.300 48535 -10.429 50975 -8.059 55903 -8.127
44101 -8.154 48576 -10.377 51034 -7.923
44149 -7.880 48617 -10.307 51095 -7.859
44166 -7.639 48657 -10.346 51158 -7.688
44171 -7.652 48697 -10.434 51224 -7.858
44176 -7.815 48735 -10.515 51292
44181 -7.672 48773 -10.431 51364 -7.830
44186 -7.680 48810 -10.605 51437 -7.841
44191 -7.597 48846 -10.596 51514 -7.873
44196 -7.520 48881 -10.719 51593 -7.553
44201 -7.575 48916 -10.535 51675 -7.409
44206 -8.091 48950 -10.398 51760 -7.497
44213 -8.601 48983 -10.403 51849 -7.615
44224 -8.872 49015 -10.299 51853 -7.558
44236 -9.143 49046 -10.286 51909 -7.793
44251 -9.471 49077 -10.202 51964 -7.955
44268 -9.927 49107 -10.298 52019 -8.065
44287 -10.237 49136 -10.294 52075 -8.073
44308 -10.583 49164 -10.055 52130 -7.825
44332 -10.996 49192 -9.912 52186 -7.869
44357 -10.756 49219 -9.884 52242 -7.876
44385 -10.998 49245 -9.710 52298 -7.849
44414 -10.678 49270 -9.621 52354 -7.741
44445 -10.600 49295 -9.612 52410 -7.623
44477 -10.582 49319 -9.593 52466 -7.553
44512 -10.338 49342 -9.548 52523 -7.541
44548 -10.405 49365 -9.247 52579 -7.333
44586 -10.079 49387 -9.134 52635 -7.352
44625 -10.681 49408 52691 -7.431
44665 -10.171 49429 -8.884 52748 -7.549
44707 -9.911 49449 -8.881 52804 -7.378
44750 -10.009 49468 -8.708 52860 -7.401
44795 -9.663 49487 -8.555 52917 -7.427
44841 -9.471 49505 -8.451 52973 -7.523
44888 -9.523 49523 -8.531 53029 -7.567
44936 -9.193 49540 -8.514 53085 -7.456
44985 -9.143 49557 53142 -7.539
45035 -8.990 49573 53198 -7.432
45087 -8.857 49588 -8.569 53254 -7.411
45139 -8.497 49604 -8.679 53310 -7.487
45192 -8.721 49618 -8.524 53365 -7.335
45246 -8.656 49633 -8.486 53421 -7.353
45300 -9.036 49647 -8.278 53476 -7.124
45355 -9.268 49660 -8.241 53532 -7.112
45411 -9.138 49673 -7.899 53587 -7.027
45468 -8.956 49686 -7.693 53642 -6.946
45525 -8.780 49699 -7.358 53697 -6.744
45583 49711 -7.225 53751 -6.637
45641 -8.869 49724 53806 -6.688
45700 -8.694 49736 -7.381 53860 -6.635
45759 49747 -7.541 53914 -6.734
45819 -8.669 49759 -7.345 53967 -6.664
45879 -8.782 49770 -7.306 54021 -6.746
45939 -8.827 49782 -7.237 54074 -6.768
45999 -8.491 49793 -7.100 54126 -6.876
46060 -8.068 49805 -7.068 54179 -6.774
46121 -8.402 49816 -7.214 54231 -6.414
46182 -8.185 49828 -7.201 54283 -6.452
